# Words whose schwa nothing has verified, most frequent first.
# Answer one question per row: is each marked e the vowel of 'enak' (e)
# or of 'sedang' (schwa)? Put y or n in the last column; leave blank if unsure.
# The first 500 rows carry 77% of this group's weight in running text.
freq	word	pronunciation	schwa_decision	correct
2	epistemologis	e p i s t ə m o l o ɡ i s	e1=e e2=ə	
2	episteme	e p i s t ə m ə	e1=e e2=ə e3=ə	
2	enteritis	e n t ə r i t i s	e1=e e2=ə	
2	enten	ə n t e n	e1=ə e2=e	
2	entalpi	e n t a l p i	e1=e	
2	endotermik	e n d o t ə r m i k	e1=e e2=ə	
2	empirik	e m p i r i k	e1=e	
2	embriologi	e m b r i o l o ɡ i	e1=e	
2	emansipasi	e m a n s i p a s i	e1=e	
2	elegan	e l ə ɡ a n	e1=e e2=ə	
2	ekuatorial	e k u a t o r i a l	e1=e	
2	ekstrim	e k s t r i m	e1=e	
2	ekstrateritorial	e k s t r a t ə r i t o r i a l	e1=e e2=ə	
2	ekstrak	e k s t r a k	e1=e	
2	ekstern	e k s t ə r n	e1=e e2=ə	
2	eksponensial	e k s p o n ə n s i a l	e1=e e2=ə	
2	eksajoule	e k s a d͡ʒ o u l ə	e1=e e2=ə	
2	ei	e i	e1=e	
2	efektivitas	e f e k t i v i t a s	e1=e e2=e	
2	ee	ə ə	e1=ə e2=ə	
2	ebola	ə b o l a	e1=ə	
2	dwivalen	d w i v a l e n	e1=e	
2	double	d o u b l e	e1=e	
2	divergen	d i v ə r ɡ e n	e1=ə e2=e	
2	dinamisme	d i n a m i s m ə	e1=ə	
2	dilekatinya	d i l ə k a t i ɲ a	e1=ə	
2	dikreditkan	d i k r e d i t k a n	e1=e	
2	dikecualikan	d i k ə t͡ʃ u a l i k a n	e1=ə	
2	dikarakterisasikan	d i k a r a k t ə r i s a s i k a n	e1=ə	
2	dijebloskan	d i d͡ʒ ə b l o s k a n	e1=ə	
2	diinvestasikan	d i i n v e s t a s i k a n	e1=e	
2	digemari	d i ɡ ə m a r i	e1=ə	
2	dieng	d i e ŋ	e1=e	
2	dideklarasikan	d i d e k l a r a s i k a n	e1=e	
2	didedikasikan	d i d ə d i k a s i k a n	e1=ə	
2	diaransemen	d i a r a n s ə m e n	e1=ə e2=e	
2	deterministik	d e t ə r m i n i s t i k	e1=e e2=ə	
2	deterjen	d e t ə r d͡ʒ e n	e1=e e2=ə e3=e	
2	deteksi	d e t e k s i	e1=e e2=e	
2	destin	d e s t i n	e1=e	
2	deru	d ə r u	e1=ə	
2	derivasi	d ə r i v a s i	e1=ə	
2	deregulasi	d ə r e ɡ u l a s i	e1=ə e2=e	
2	derai	d ə r a j	e1=ə	
2	dengue	d e ŋ u ə	e1=e e2=ə	
2	defisiensi	d e f i s i e n s i	e1=e e2=e	
2	definite	d e f i n i t ə	e1=e e2=ə	
2	dedari	d ə d a r i	e1=ə	
2	debit	d ə b i t	e1=ə	
2	daeng	d a ə ŋ	e1=ə	
2	coppens	t͡ʃ o p p ə n s	e1=ə	
2	conference	t͡ʃ o n f ə r ə n t͡ʃ e	e1=ə e2=ə e3=e	
2	cengkih	t͡ʃ ə ŋ k i h	e1=ə	
2	celsius	t͡ʃ ə l s i u s	e1=ə	
2	cape	t͡ʃ a p ə	e1=ə	
2	cameron	t͡ʃ a m ə r o n	e1=ə	
2	bumiputera	b u m i p u t ə r a	e1=ə	
2	bridge	b r i d ɡ e	e1=e	
2	braille	b r a i l l ə	e1=ə	
2	bivalen	b i v a l e n	e1=e	
2	biomolekul	b i o m o l e k u l	e1=e	
2	biomedis	b i o m e d i s	e1=e	
2	biogeografis	b i o ɡ e o ɡ r a f i s	e1=e	
2	biofuel	b i o f u ə l	e1=ə	
2	bikameral	b i k a m ə r a l	e1=ə	
2	bersikeras	b ə r s i k ə r a s	e1=ə e2=ə	
2	bersel	b ə r s ə l	e1=ə e2=ə	
2	berprofesi	b ə r p r o f e s i	e1=ə e2=e	
2	berkorelasi	b ə r k o r e l a s i	e1=ə e2=e	
2	berkeropeng	b ə r k ə r o p e ŋ	e1=ə e2=ə e3=e	
2	berkelompok	b ə r k ə l o m p o k	e1=ə e2=ə	
2	berkecimpung	b ə r k ə t͡ʃ i m p u ŋ	e1=ə e2=ə	
2	beretnis	b ə r e t n i s	e1=ə e2=e	
2	berber	b ə r b ə r	e1=ə e2=ə	
2	berbekal	b ə r b ə k a l	e1=ə e2=ə	
2	benson	b ə n s o n	e1=ə	
2	benito	b ə n i t o	e1=ə	
2	benefaktif	b e n ə f a k t i f	e1=e e2=ə	
2	belo	b ə l o	e1=ə	
2	becquerel	b ə t͡ʃ k u ə r e l	e1=ə e2=ə e3=e	
2	base	b a s ə	e1=ə	
2	avirulen	a v i r u l e n	e1=e	
2	aveling	a v e l i ŋ	e1=e	
2	audiensi	a u d i e n s i	e1=e	
2	asimetri	a s i m e t r i	e1=e	
2	asetaminofen	a s ə t a m i n o f e n	e1=ə e2=e	
2	artsen	a e r t e s e n	?	
2	apendiks	a p ə n d i k s	e1=ə	
2	anyelir	a ɲ ə l i r	e1=ə	
2	antimateri	a n t i m a t ə r i	e1=ə	
2	antarspesies	a n t a r s p e s i e s	e1=e e2=e	
2	antarpembicara	a n t a r p ə m b i t͡ʃ a r a	e1=ə	
2	antarmembran	a n t a r m ə m b r a n	e1=ə	
2	andreas	a n d r e a s	e1=e	
2	alveolar	a l v e o l a r	e1=e	
2	aglomerasi	a ɡ l o m ə r a s i	e1=ə	
2	aforisme	a f o r i s m ə	e1=ə	
2	afektif	a f e k t i f	e1=e	
2	adhesi	a d h e s i	e1=e	
2	addie	a d d i ə	e1=ə	
1	zoroaster	z o r o a s t ə r	e1=ə	
1	zeppelin	z e p p ə l i n	e1=e e2=ə	
1	xenon	k s ə n o n	e1=ə	
1	wisanggeni	w i s a ŋ ɡ ə n i	e1=ə	
1	wilhem	w i l h e m	e1=e	
1	wilhelmina	w i l h e l m i n a	e1=e	
1	wikimedia	w i k i m e d i a	e1=e	
1	wijen	w i d͡ʒ ə n	e1=ə	
1	wetanan	w e t a n a n	e1=e	
1	wetan	w e t a n	e1=e	
1	weiser	w e i s ə r	e1=e e2=ə	
1	weimar	w e i m a r	e1=e	
1	webster	w e b s t e r	e1=e e2=e	
1	watermark	w a t ə r m a r k	e1=ə	
1	wamena	w a m e n a	e1=e	
1	volumetrik	v o l u m e t r i k	e1=e	
1	vilayet	v i l a j e t	e1=e	
1	veteran	v e t ə r a n	e1=e e2=ə	
1	velar	v ə l a r	e1=ə	
1	vei	v e i	e1=e	
1	vega	v ə ɡ a	e1=ə	
1	valensinya	v a l ə n s i ɲ a	e1=ə	
1	uremik	u r e m i k	e1=e	
1	urea	u r e a	e1=e	
1	universalisme	u n i v ə r s a l i s m ə	e1=ə e2=ə	
1	ulet	u l ə t	e1=ə	
1	turnamen	t u r n a m e n	e1=e	
1	tumapel	t u m a p e l	e1=e	
1	tulamben	t u l a m b e n	e1=e	
1	tubingen	t u b i n ɡ e n	e1=e	
1	tube	t u b ə	e1=ə	
1	trombositopenia	t r o m b o s i t o p ə n i a	e1=ə	
1	tribune	t r i b u n e	e1=e	
1	trend	t r ə n d	e1=ə	
1	trem	t r ə m	e1=ə	
1	transversal	t r a n s v ə r s a l	e1=ə	
1	transporter	t r a n s p o r t ə r	e1=ə	
1	topoisomerase	t o p o i s o m e r a s ə	e1=e e2=ə	
1	toksigenik	t o k s i ɡ e n i k	e1=e	
1	tokohindonesia	t o k o h i n d o n e s i a	e1=e	
1	tokodede	t o k o d ə d ə	e1=ə e2=ə	
1	tinea	t i n e a	e1=e	
1	tibetan	t i b ə t a n	e1=ə	
1	tetrodotoksin	t ə t r o d o t o k s i n	e1=ə	
1	tetra	t ə t r a	e1=ə	
1	tetelo	t ə t ə l o	e1=ə e2=ə	
1	tetek	t ə t e k	e1=ə e2=e	
1	testing	t e s t i ŋ	e1=e	
1	terran	t e r r a n	e1=e	
1	terobosan	t ə r o b o s a n	e1=ə	
1	terlezat	t ə r l e z a t	e1=ə e2=e	
1	terkode	t ə r k o d ə	e1=ə e2=ə	
1	terik	t ə r i k	e1=ə	
1	terigu	t ə r i ɡ u	e1=ə	
1	terhad	t ə r h a d	e1=ə	
1	tergelincir	t ə r ɡ ə l i n t͡ʃ i r	e1=ə e2=ə	
1	teresina	t ə r e s i n a	e1=ə e2=e	
1	terelakkan	t ə r e l a k k a n	e1=ə e2=e	
1	tercetus	t ə r t͡ʃ e t u s	e1=ə e2=e	
1	tercerai	t ə r t͡ʃ ə r a j	e1=ə e2=ə	
1	terbenam	t ə r b ə n a m	e1=ə e2=ə	
1	tera	t ə r a	e1=ə	
1	teologis	t e o l o ɡ i s	e1=e	
1	tensor	t ə n s o r	e1=ə	
1	tengkoraknya	t ə ŋ k o r a k ɲ a	e1=ə	
1	tenggaranya	t ə ŋ ɡ a r a ɲ a	e1=ə	
1	tenganan	t e ŋ a n a n	e1=e	
1	tempurung	t ə m p u r u ŋ	e1=ə	
1	tempuhnya	t ə m p u h ɲ a	e1=ə	
1	tempuh	t ə m p u h	e1=ə	
1	tempe	t ə m p ə	e1=ə e2=ə	
1	tembuku	t ə m b u k u	e1=ə	
1	temasik	t ə m a s i k	e1=ə	
1	telekung	t ə l ə k u ŋ	e1=ə e2=ə	
1	telekom	t e l e k o m	e1=e e2=e	
1	telak	t ə l a k	e1=ə	
1	tekun	t ə k u n	e1=ə	
1	tektonika	t e k t o n i k a	e1=e	
1	teisme	t e i s m ə	e1=e e2=ə	
1	tegallalang	t ə ɡ a l l a l a ŋ	e1=ə	
1	tegalalang	t e ɡ a l a l a ŋ	e1=e	
1	teflon	t e f l o n	e1=e	
1	tauge	t a u ɡ ə	e1=ə	
1	tanggetong	t a ŋ ɡ ə t o ŋ	e1=ə	
1	tampek	t a m p ə k	e1=ə	
1	tambelan	t a m b ə l a n	e1=ə	
1	takbersuara	t a k b ə r s u a r a	e1=ə	
1	taena	t a ə n a	e1=ə	
1	surawisesa	s u r a w i s e s a	e1=e	
1	suprasegmental	s u p r a s ə ɡ m e n t a l	e1=ə e2=e	
1	supervulkan	s u p ə r v u l k a n	e1=ə	
1	superkritis	s u p ə r k r i t i s	e1=ə	
1	superkonduktor	s u p ə r k o n d u k t o r	e1=ə	
1	superfluida	s u p ə r f l u i d a	e1=ə	
1	superfisial	s u p ə r f i s i a l	e1=ə	
1	superbus	s u p ə r b a s	e1=ə	
1	sumedang	s u m ə d a ŋ	e1=ə	
1	subspesialisasi	s u b s p e s i a l i s a s i	e1=e	
1	subsisten	s u b s i s t e n	e1=e	
1	subkerajaan	s u b k ə r a d͡ʒ a a n	e1=ə	
1	subjektivitas	s u b d͡ʒ e k t i v i t a s	e1=e	
1	subgenius	s u b ɡ e n i u s	e1=e	
1	subdialek	s u b d i a l e k	e1=e	
1	subaltern	s u b a l t ə r n	e1=ə	
1	stres	s t r e s	e1=e	
1	stoker	s t o k ə r	e1=ə	
1	stoikisme	s t o i k i s m ə	e1=ə	
1	steril	s t ə r i l	e1=ə	
1	stereokimia	s t ə r e o k i m i a	e1=ə e2=e	
1	steganografi	s t ə ɡ a n o ɡ r a f i	e1=ə	
1	sriwedari	s r i w ə d a r i	e1=ə	
1	spoken	w e e n a k e n	?	
1	spesiasi	s p e s i a s i	e1=e	
1	spermatozoid	s p ə r m a t o z o i d	e1=ə	
1	spermatozoa	s p ə r m a t o z o a	e1=ə	
1	spekulan	s p e k u l a n	e1=e	
1	spektator	s p e k t a t o r	e1=e	
1	spageti	s p a ɡ ə t i	e1=ə	
1	solek	s o l e k	e1=e	
1	soeroto	s u r o t o	?	
1	soekito	s u k i t o	?	
1	soe	s u	?	
1	sober	s o b ə r	e1=ə	
1	smetana	s m e t a n a	e1=e	
1	sleman	s l ə m a n	e1=ə	
1	skeleton	s k ə l ə t o n	e1=ə e2=ə	
1	sistemnya	s i s t ə m ɲ a	e1=ə	
1	sintetis	s i n t e t i s	e1=e	
1	sintesa	s i n t e s a	e1=e	
1	singer	s i ŋ ə r	e1=ə	
1	sinema	s i n ə m a	e1=ə	
1	simpanse	s i m p a n s ə	e1=ə	
1	silinder	s i l i n d ə r	e1=ə	
1	sikhisme	s i x i s m ə	e1=ə	
1	siena	s i e n a	e1=e	
1	sie	s i ə	e1=ə	
1	sidenreng	s i d ə n r e ŋ	e1=ə e2=e	
1	siberpunk	s i b ə r p u n k	e1=ə	
1	seuatu	s ə u a t u	e1=ə	
1	setua	s ə t u a	e1=ə	
1	setiawan	s ə t i a w a n	e1=ə	
1	seti	s ə t i	e1=ə	
1	setaria	s ə t a r i a	e1=ə	
1	sese	s ə s ə	e1=ə e2=ə	
1	serologi	s ə r o l o ɡ i	e1=ə	
1	sergei	s ə r ɡ e i	e1=ə e2=e	
1	serentak	s ə r ə n t a k	e1=ə e2=ə	
1	seremban	s ə r ə m b a n	e1=ə e2=ə	
1	serbuk	s ə r b u k	e1=ə	
1	serbuan	s ə r b u a n	e1=ə	
1	serbasama	s ə r b a s a m a	e1=ə	
1	serasah	s ə r a s a h	e1=ə	
1	serai	s ə r a j	e1=ə	
1	sepertujuh	s ə p ə r t u d͡ʒ u h	e1=ə e2=ə	
1	seperi	s ə p ə r i	e1=ə e2=ə	
1	seperenam	s ə p ə r ə n a m	e1=ə e2=ə e3=ə	
1	separate	s ə p a r a t e	e1=ə e2=e	
1	sentripetal	s ə n t r i p ə t a l	e1=ə e2=ə	
1	sentriol	s ə n t r i o l	e1=ə	
1	sentrifugasi	s ə n t r i f u ɡ a s i	e1=ə	
1	sentralisasi	s ə n t r a l i s a s i	e1=ə	
1	sentimentalisme	s e n t i m e n t a l i s m ə	e1=e e2=e e3=ə	
1	sentaurus	s ə n t a u r u s	e1=ə	
1	sentani	s ə n t a n i	e1=ə	
1	sensing	s e n s i ŋ	e1=e	
1	senhora	s e n h o r a	e1=e	
1	senat	s ə n a t	e1=ə	
1	semuanja	s ə m u a n d͡ʒ a	e1=ə	
1	semitisme	s ə m i t i s m ə	e1=ə e2=ə	
1	semitau	s ə m i t a u	e1=ə	
1	semikonduktor	s ə m i k o n d u k t o r	e1=ə	
1	semar	s ə m a r	e1=ə	
1	seman	s ə m a n	e1=ə	
1	seluk	s ə l u k	e1=ə	
1	selektivitas	s ə l e k t i v i t a s	e1=ə e2=e	
1	seleguri	s ə l ə ɡ u r i	e1=ə e2=ə	
1	sekularitas	s ə k u l a r i t a s	e1=ə	
1	sekularisme	s e k u l a r i s m ə	e1=e e2=ə	
1	sekularisasi	s ə k u l a r i s a s i	e1=ə	
1	sekuestrasi	s ə k u e s t r a s i	e1=ə e2=e	
1	sektarianisme	s e k t a r i a n i s m ə	e1=e e2=ə	
1	sektar	s e k t a r	e1=e	
1	seksualitas	s ə k s u a l i t a s	e1=ə	
1	seksagesimal	s ə k s a ɡ e s i m a l	e1=ə e2=e	
1	sekret	s e k r e t	e1=e e2=e	
1	sekelilingnya	s ə k ə l i l i ŋ ɲ a	e1=ə e2=ə	
1	sekadau	s ə k a d a w	e1=ə	
1	sejenak	s ə d͡ʒ ə n a k	e1=ə e2=ə	
1	segelas	s ə ɡ ə l a s	e1=ə e2=ə	
1	sedu	s ə d u	e1=ə	
1	saronen	s a r o n ə n	e1=ə	
1	sapeh	s a p e h	e1=e	
1	sansekerta	s a n s ə k ə r t a	e1=ə e2=ə	
1	sangkep	s a ŋ k ə p	e1=ə	
1	sangger	s a ŋ ɡ ə r	e1=ə	
1	samasekali	s a m a s ə k a l i	e1=ə	
1	saleha	s a l e h a	e1=e	
1	sakramentalnya	s a k r a m e n t a l ɲ a	e1=e	
1	sahel	s a h ə l	e1=ə	
1	saben	s a b ə n	e1=ə	
1	rutenya	r u t ə ɲ a	e1=ə	
1	rubel	r u b ə l	e1=ə	
1	ritme	r i t m ə	e1=ə	
1	ritel	r i t e l	e1=e	
1	revitalisasi	r e v i t a l i s a s i	e1=e	
1	reversible	r e v ə r s i b l e	e1=e e2=ə e3=e	
1	retrofleks	r e t r o f l e k s	e1=e e2=e	
1	resolusinya	r e s o l u s i ɲ a	e1=e	
1	resisten	r e s i s t e n	e1=e e2=e	
1	resin	r e s i n	e1=e	
1	resi	r ə s i	e1=ə	
1	replikator	r e p l i k a t o r	e1=e	
1	repeats	r ə p ə a t s	e1=ə e2=ə	
1	reovirus	r e o v i r u s	e1=e	
1	rengat	r ə ŋ a t	e1=ə	
1	rembau	r e m b a w	e1=e	
1	relief	r e l i e f	e1=e e2=e	
1	rekornya	r e k o r ɲ a	e1=e	
1	reinkarnasi	r e i n k a r n a s i	e1=e	
1	registrasi	r e ɡ i s t r a s i	e1=e	
1	regelson	r e ɡ ə l s o n	e1=e e2=ə	
1	regangan	r e ɡ a ŋ a n	e1=e	
1	redup	r ə d u p	e1=ə	
1	reduktif	r e d u k t i f	e1=e	
1	redefinisi	r e d e f i n i s i	e1=e e2=e	
1	redang	r ə d a ŋ	e1=ə	
1	rebana	r ə b a n a	e1=ə	
1	realistik	r e a l i s t i k	e1=e	
1	realis	r e a l i s	e1=e	
1	reaksinya	r e a k s i ɲ a	e1=e	
1	ramen	r a m e n	e1=e	
1	ramage	r a m a ɡ ə	e1=ə	
1	rahel	r a h ə l	e1=ə	
1	puteri	p u t ə r i	e1=ə	
1	pterosaurus	p t ə r o s a u r u s	e1=ə	
1	pseudopodia	p s e u d o p o d i a	e1=e	
1	proyektif	p r o j e k t i f	e1=e	
1	protosejarah	p r o t o s ə d͡ʒ a r a h	e1=ə	
1	proteoglikan	p r o t e o ɡ l i k a n	e1=e	
1	prostetik	p r o s t e t i k	e1=e	
1	prospektif	p r o s p e k t i f	e1=e	
1	prosentase	p r o s e n t a s ə	e1=e e2=ə	
1	proselit	p r o s ə l i t	e1=ə	
1	proper	p r o p e r	e1=e	
1	programmes	p r o ɡ r a m m ə s	e1=ə	
1	programmer	p r o ɡ r a m m ə r	e1=ə	
1	privilese	p r i v i l e s ə	e1=e e2=ə	
1	prestasinya	p r e s t a s i ɲ a	e1=e	
1	presidensial	p r e s i d ə n s i a l	e1=e e2=ə	
1	presenting	p r e s ə n t i ŋ	e1=e e2=ə	
1	prembun	p r ə m b u n	e1=ə	
1	predisposisi	p r e d i s p o s i s i	e1=e	
1	predikatnya	p r e d i k a t ɲ a	e1=e	
1	predator	p r e d a t o r	e1=e	
1	pre	p r e	e1=e	
1	praseno	p r a s ə n o	e1=ə	
1	prasejahtera	p r a s ə d͡ʒ a h t ə r a	e1=ə e2=ə	
1	pramodern	p r a m o d ə r n	e1=ə	
1	prahipertensi	p r a h i p ə r t e n s i	e1=ə e2=e	
1	prague	p r a ɡ w e	e1=e	
1	poteran	p o t ə r a n	e1=ə	
1	positivisme	p o s i t i v i s m ə	e1=ə	
1	poseidon	p o s e i d o n	e1=e	
1	populernya	p o p u l e r ɲ a	e1=e	
1	ponelo	p o n e l o	e1=e	
1	politeknik	p o l i t e k n i k	e1=e	
1	politeistik	p o l i t e i s t i k	e1=e	
1	polihedral	p o l i h ə d r a l	e1=ə	
1	polem	p o l ə m	e1=ə	
1	poket	p o k e t	e1=e	
1	pluralisme	p l u r a l i s m ə	e1=ə	
1	pliosen	p l i o s e n	e1=e	
1	plagiarisme	p l a ɡ i a r i s m ə	e1=ə	
1	pisces	p i s t͡ʃ ə s	e1=ə	
1	pirates	p i r a t ə s	e1=ə	
1	pinter	p i n t e r	e1=e	
1	pidie	p i d i ə	e1=ə	
1	pewarganegaraan	p ə w a r ɡ a n ə ɡ a r a a n	e1=ə e2=ə	
1	petrologi	p ə t r o l o ɡ i	e1=ə	
1	petah	p ə t a h	e1=ə	
1	peru	p ə r u	e1=ə	
1	perturbasi	p ə r t u r b a s i	e1=ə	
1	perti	p ə r t i	e1=ə	
1	persentasenya	p ə r s e n t a s ə ɲ a	e1=ə e2=e e3=ə	
1	persekusi	p ə r s e k u s i	e1=ə e2=e	
1	persekongkolan	p ə r s ə k o ŋ k o l a n	e1=ə e2=ə	
1	perron	p e r r o n	e1=e	
1	permitivitas	p ə r m i t i v i t a s	e1=ə	
1	permakultur	p ə r m a k u l t u r	e1=ə	
1	perkecualiannya	p ə r k ə t͡ʃ u a l i a n ɲ a	e1=ə e2=ə	
1	periplus	p ə r i p l u s	e1=ə	
1	peripatetik	p ə r i p a t e t i k	e1=ə e2=e	
1	perihelium	p ə r i h e l i u m	e1=ə e2=e	
1	perihelion	p ə r i h ə l i o n	e1=ə e2=ə	
1	perhelatan	p ə r h ə l a t a n	e1=ə e2=ə	
1	performance	p ə r f o r m a n t͡ʃ ə	e1=ə e2=ə	
1	perembukan	p ə r ə m b u k a n	e1=ə e2=ə	
1	penyergap	p ə ɲ ə r ɡ a p	e1=ə e2=ə	
1	penyeberangan	p ə ɲ ə b ə r a ŋ a n	e1=ə e2=ə e3=ə	
1	pentosa	p ə n t o s a	e1=ə	
1	pentas	p ə n t a s	e1=ə	
1	pensiunnya	p ə n s i u n ɲ a	e1=ə	
1	pensiun	p ə n s i u n	e1=ə	
1	penpres	p ə n p r e s	e1=ə e2=e	
1	penjambretan	p ə n d͡ʒ a m b r e t a n	e1=ə e2=e	
1	penisilin	p ə n i s i l i n	e1=ə	
1	penginfeksi	p ə ŋ i n f e k s i	e1=ə e2=e	
1	penggemarnya	p ə ŋ ɡ ə m a r ɲ a	e1=ə e2=ə	
1	penggelondongan	p ə ŋ ɡ ə l o n d o ŋ a n	e1=ə e2=ə	
1	pengetsaan	p ə ŋ ə t s a a n	e1=ə e2=ə	
1	pengembangbiakan	p ə ŋ ə m b a ŋ b i a k a n	e1=ə e2=ə	
1	penganten	p ə ŋ a n t e n	e1=ə e2=e	
1	penetralan	p ə n e t r a l a n	e1=ə e2=e	
1	peneroka	p ə n ə r o k a	e1=ə e2=ə	
1	penebel	p ə n e b e l	e1=ə e2=e e3=e	
1	pendopo	p ə n d o p o	e1=ə	
1	pendeteksian	p ə n d e t e k s i a n	e1=ə e2=e e3=e	
1	pencetus	p ə n t͡ʃ e t u s	e1=ə e2=e	
1	penataulangan	p ə n a t a u l a ŋ a n	e1=ə	
1	pemeringkatan	p ə m ə r i ŋ k a t a n	e1=ə e2=ə	
1	pemerian	p ə m ə r i a n	e1=ə e2=ə	
1	pembredelan	p ə m b r e d ə l a n	e1=ə e2=e e3=ə	
1	pemberangusan	p ə m b ə r a ŋ u s a n	e1=ə e2=ə	
1	pelipatgandaan	p ə l i p a t ɡ a n d a a n	e1=ə	
1	peleng	p ə l ə ŋ	e1=ə e2=ə	
1	pelembagaan	p ə l ə m b a ɡ a a n	e1=ə e2=ə	
1	pelembab	p ə l ə m b a b	e1=ə e2=ə	
1	pelak	p ə l a k	e1=ə	
1	pediatrik	p ə d i a t r i k	e1=ə	
1	pascamodernisme	p a s t͡ʃ a m o d e r n i s m ə	e1=e e2=ə	
1	pascakolonialisme	p a s t͡ʃ a k o l o n i a l i s m ə	e1=ə	
1	pareanom	p a r e a n o m	e1=e	
1	parasetamol	p a r a s e t a m o l	e1=e	
1	papteng	p a p t ə ŋ	e1=ə	
1	panteistik	p a n t e i s t i k	e1=e	
1	panteisme	p a n t e i s m ə	e1=e e2=ə	
1	pankreatitis	p a n k r e a t i t i s	e1=e	
1	panggelaran	p a ŋ ɡ ə l a r a n	e1=ə	
1	pangerang	p a n ɡ ə r a ŋ	e1=ə	
1	panennya	p a n e n ɲ a	e1=e	
1	pandeglang	p a n d ə ɡ l a ŋ	e1=ə	
1	pamflet	p a m f l e t	e1=e	
1	pamela	p a m ə l a	e1=ə	
1	paleozoikum	p a l e o z o i k u m	e1=e	
1	paleolitik	p a l e o l i t i k	e1=e	
1	paleogeografi	p a l e o ɡ e o ɡ r a f i	e1=e e2=e	
1	palem	p a l ə m	e1=ə	
1	palate	p a l a t e	e1=e	
1	palace	p a l a t͡ʃ ə	e1=ə	
1	pajegan	p a d͡ʒ ə ɡ a n	e1=ə	
1	paget	p a ɡ ə t	e1=ə	
1	paganisme	p a ɡ a n i s m ə	e1=ə	
1	over	o v ə r	e1=ə	
1	otek	o t e k	e1=e	
1	osteometri	o s t e o m e t r i	e1=e e2=e	
1	oseanik	o s e a n i k	e1=e	
1	orientasinya	o r i e n t a s i ɲ a	e1=e	
1	operating	o p ə r a t i ŋ	e1=ə	
1	open	o p ə n	e1=ə	
1	ontogeni	o n t o ɡ e n i	e1=e	
1	onkogen	o n k o ɡ e n	e1=e	
1	onder	o n d ə r	e1=ə	
1	oligosen	o l i ɡ o s e n	e1=e	
1	olesi	o l ə s i	e1=ə	
1	oktet	o k t e t	e1=e	
1	ojek	o d͡ʒ e k	e1=e	
1	oikumene	o i k u m e n e	e1=e e2=e	
1	ode	o d ə	e1=ə	
1	observer	o b s ə r v ə r	e1=ə e2=ə	
1	objeksi	o b d͡ʒ e k s i	e1=e	
1	objeknya	o b d͡ʒ e k ɲ a	e1=e	
1	nukleusnya	n u k l e u s ɲ a	e1=e	
1	nukleoplasma	n u k l e o p l a s m a	e1=e	
1	nuklei	n u k l e i	e1=e	
1	nopember	n o p e m b ə r	e1=e e2=ə	
1	nonteistik	n o n t e i s t i k	e1=e	
1	nonproliferasi	n o n p r o l i f e r a s i	e1=e	
1	noninfeksi	n o n i n f e k s i	e1=e	
1	nondepartemen	n o n d ə p a r t ə m e n	e1=ə e2=ə e3=e	
1	nomaden	n o m a d ə n	e1=ə	
1	nirleka	n i r l e k a	e1=e	
1	ngaben	ŋ a b e n	e1=e	
1	neurosaintis	n e u r o s a i n t i s	e1=e	
1	neuropsikiatrik	n e u r o p s i k i a t r i k	e1=e	
1	neurobiologi	n e u r o b i o l o ɡ i	e1=e	
1	neturei	n e t u r e i	e1=e e2=e	
1	netralisasi	n e t r a l i s a s i	e1=e	
1	nestorian	n e s t o r i a n	e1=e	
1	neptunus	n ə p t u n u s	e1=ə	
1	neoplatonisme	n e o p l a t o n i s m ə	e1=e e2=ə	
1	neoliberal	n e o l i b ə r a l	e1=e e2=ə	
1	neoklasik	n e o k l a s i k	e1=e	
1	nenas	n ə n a s	e1=ə	
1	nektar	n e k t a r	e1=e	
1	negarakertagama	n ə ɡ a r a k ə r t a ɡ a m a	e1=ə e2=ə	
1	nazaret	n a z a r e t	e1=e	
1	nausea	n a u s e a	e1=e	
1	naueti	n a w ə t i	e1=ə	
1	naturalisme	n a t u r a l i s m ə	e1=ə	
1	nationale	n a t i o n a l e	e1=e	
1	nagarakertagama	n a ɡ a r a k ə r t a ɡ a m a	e1=ə	
1	nabire	n a b i r e	e1=e	
1	mutualisme	m u t u a l i s m ə	e1=ə	
1	museums	m u s ə u m s	e1=ə	
1	museumnya	m u s e u m ɲ a	e1=e	
1	musei	m u s ə i	e1=ə	
1	muse	m u s ə	e1=ə	
1	multilingualisme	m u l t i l i ŋ u a l i s m ə	e1=ə	
1	multilateral	m u l t i l a t ə r a l	e1=ə	
1	moslem	m o s l e m	e1=e	
1	morfogenesis	m o r f o ɡ e n e s i s	e1=e e2=e	
1	monisme	m o n i s m ə	e1=ə	
1	mirage	m i r a ɡ ə	e1=ə	
1	minutes	m i n u t e s	e1=e	
1	minisatelit	m i n i s a t ə l i t	e1=ə	
1	minimalisme	m i n i m a l i s m ə	e1=ə	
1	mineralogi	m i n ə r a l o ɡ i	e1=ə	
1	milimeter	m i l i m e t ə r	e1=e e2=ə	
1	milidetik	m i l i d ə t i k	e1=ə	
1	mikroekonomi	m i k r u k o n o m i	?	
1	meuseukat	m e u s e u k a t	e1=e e2=e	
1	metropop	m e t r o p o p	e1=e	
1	metro	m e t r o	e1=e	
1	metrikasi	m e t r i k a s i	e1=e	
1	metodis	m e t o d i s	e1=e	
1	metodenya	m e t o d ə ɲ a	e1=e e2=ə	
1	metil	m e t i l	e1=e	
1	metastasis	m e t a s t a s i s	e1=e	
1	metalofon	m e t a l o f o n	e1=e	
